ticker,ts,mid
XLV,31:55.1,92.9441
XLP,30:28.3,77.388
XLK,2/12/2026 9:32,132.2319
XLC,35:08.3,69.4186
XLF,30:43.4,94.065
XLV,34:42.1,164.6496
XLE,32:43.1,186.7072
XLV,33:04.4,138.3142
XLP,35:38.1,66.2347
XLV,30:30.8,90.8057
XLV,31:21.9,76.5536
XLV,30:54.2,69.1068
XLF,30:06.6,90.0133
XLB,33:27.9,155.2047
XLE,31:34.5,135.9279
XLB,30:19.2,105.5995
XLI,35:47.2,217.9981
XLRE,30:54.2,77.8823
XLY,33:02.7,166.2182
XLP,32:56.0,50.2136
XLI,34:44.9,176.4109
XLY,31:16.6,91.4155
XLU,34:52.2,94.9957
XLE,33:46.1,214.0613
XLRE,33:11.1,88.8613
XLF,34:10.9,147.7957
XLC,31:39.4,69.5905
XLK,31:12.1,109.5794
XLI,34:51.2,161.8677
XLE,34:02.2,219.6788
XLF,35:35.3,168.8918
XLE,34:03.2,214.3768
XLI,31:48.1,82.3803
XLV,30:39.2,88.7411
XLF,33:39.1,148.9816
XLC,31:13.5,81.1163
XLI,32:07.4,84.6515
XLI,33:38.4,123.0426
XLRE,33:57.3,110.7865
XLY,31:01.2,95.8553
XLB,30:40.9,106.3962
XLI,30:58.8,98.0835
XLY,2/12/2026 9:31,117.0788
XLI,35:14.3,175.076
XLV,33:30.3,152.2449
XLE,2/12/2026 9:32,184.9798
XLB,2/12/2026 9:34,144.3394
XLK,32:03.2,125.1939
XLF,34:59.9,206.973
XLE,30:12.6,101.4121
XLP,32:21.0,43.2845
XLF,34:30.9,146.8598
XLC,35:26.9,59.2814
XLRE,33:54.8,114.2489
XLF,30:05.9,90.6457
XLB,31:15.2,140.9527
XLF,31:34.5,95.1199
XLV,32:17.2,108.5407
XLF,2/12/2026 9:34,147.9347
XLI,30:19.6,112.2215
XLY,30:00.7,100.3791
XLF,32:34.7,115.9595
XLC,33:46.1,68.0146
XLB,30:30.4,115.9121
XLC,32:24.9,75.1458
XLC,34:45.6,80.6198
XLI,33:38.7,122.721
XLB,30:00.7,101.8893
XLRE,34:29.8,112.9978
XLV,34:48.7,173.331
XLE,30:21.7,113.2503
XLF,32:52.5,123.4607
XLY,31:51.6,131.2643
XLU,32:00.4,109.3868
XLK,34:07.8,137.8892
XLP,34:37.2,50.8856
XLV,32:05.3,109.1552
XLB,34:45.2,125.0513
XLE,31:33.8,133.648
XLB,30:52.8,125.898
XLF,30:27.3,82.3647
XLF,35:45.8,181.8782
XLV,30:01.7,99.6851
XLU,33:27.5,80.4442
XLI,32:48.3,108.4847
XLB,30:01.0,99.8011
XLI,33:14.2,92.5207
XLU,34:20.0,96.5674
XLC,31:54.4,65.8833
XLV,32:03.9,105.7338
XLC,35:24.1,55.1975
XLV,31:15.6,75.9973
XLP,32:38.5,45.6533
XLF,33:12.5,134.3656
XLP,30:48.3,64.0463
XLE,2/12/2026 9:32,197.1205
XLE,30:25.5,107.3838
XLK,35:39.5,128.6356
XLV,30:53.5,68.976
XLK,32:08.4,141.6951
XLB,30:16.8,107.3713
XLY,33:27.2,155.6928
XLU,33:31.4,78.5757
XLU,30:12.9,108.1783
XLC,33:31.0,74.6744
XLP,34:33.3,57.0787
XLP,35:46.8,68.7684
XLE,30:58.4,107.9878
XLI,34:37.5,178.7997
XLU,30:21.7,109.655
XLU,33:18.8,81.6486
XLRE,32:28.4,85.6588
XLC,31:56.9,70.9458
XLY,34:06.4,134.5586
XLF,30:32.6,87.6204
XLB,30:06.3,107.2693
XLP,33:47.2,52.1866
XLY,31:29.9,105.2247
XLU,32:00.8,109.5036
XLP,32:03.5,50.9749
XLC,33:10.7,85.827
XLU,31:35.9,119.8399
XLK,33:15.6,107.7814
XLRE,33:17.7,117.2697
XLY,35:02.4,154.2073
XLF,33:47.8,139.2291
XLY,31:28.9,104.7356
XLK,33:33.5,123.8618
XLF,31:56.5,98.5602
XLB,34:46.6,126.4305
XLP,2/12/2026 9:34,57.7765
XLY,31:52.7,128.6565
XLP,34:04.0,60.5908
XLV,34:00.8,149.8266
XLRE,31:22.9,77.5526
XLC,32:46.9,73.2437
XLF,30:35.3,89.224
XLP,30:51.1,64.1055
XLV,31:27.8,81.0865
XLB,2/12/2026 9:31,146.7966
XLE,30:53.9,111.0657
XLU,31:20.5,111.5399
XLE,30:54.6,111.1335
XLRE,35:02.0,124.7083
XLY,32:26.3,152.4022
XLC,33:40.1,70.294
XLC,35:16.7,55.3868
XLRE,32:21.7,80.1508
XLK,34:23.5,133.6924
XLI,35:01.3,170.5685
XLK,34:29.1,136.3429
XLB,34:35.4,147.4526
XLP,30:12.6,83.5017
XLF,30:10.5,88.2453
XLY,34:29.8,138.4071
XLV,35:07.3,225.6609
XLU,33:04.4,94.1489
XLP,35:48.2,68.2525
XLRE,32:14.0,74.0995
XLP,32:45.9,47.8615
XLK,34:51.5,137.0495
XLP,33:26.1,42.1544
XLE,2/12/2026 9:34,232.0856
XLF,33:29.0,149.0664
XLU,30:22.4,110.3027
XLI,33:19.1,104.78
XLV,31:28.9,76.856
XLK,35:32.2,125.358
XLE,31:19.1,109.6951
XLC,31:24.7,70.9273
XLF,34:51.2,189.587
XLC,33:08.6,89.3099
XLB,30:03.8,108.7515
XLB,34:46.3,127.3326
XLK,30:48.3,97.2877
XLF,2/12/2026 9:31,95.0031
XLE,32:05.6,171.2183
XLI,35:21.6,187.0703
XLY,30:56.7,105.9386
XLK,32:24.9,123.4322
XLB,33:45.7,149.1902
XLU,34:02.2,81.4366
XLI,31:05.1,95.5669
XLV,33:31.7,154.1526
XLRE,33:44.7,120.3997
XLV,34:43.1,165.9288
XLB,34:26.7,167.8027
XLB,35:04.1,144.9543
XLP,33:29.0,42.6355
XLI,30:50.1,100.3109
XLU,34:56.4,87.5232
XLK,34:20.4,135.059
XLB,31:00.2,126.8496
XLE,35:03.1,243.4929
XLB,34:14.4,163.5691
XLF,35:07.6,206.1398
XLY,33:13.5,150.1038
XLF,32:08.1,89.939
XLK,34:28.1,132.3257
XLP,34:31.6,58.0703
XLF,31:08.6,92.541
XLU,2/12/2026 9:31,105.7977
XLE,32:24.2,182.5954
XLY,35:09.4,158.6183
XLE,30:29.4,99.7114
XLK,33:49.6,126.3603
XLU,35:41.9,77.7354
XLU,33:52.0,77.2229
XLRE,31:21.5,75.852
XLC,34:03.6,55.8274
XLRE,32:14.7,72.4213
XLE,33:46.8,216.1387
XLC,31:00.5,78.455
XLP,35:04.1,68.9145
XLF,35:31.8,173.1452
XLU,35:41.2,79.3611
XLU,31:13.1,108.1693
XLRE,30:30.4,96.7936
XLB,30:17.5,104.6289
XLE,34:53.6,228.5843
XLP,30:02.4,100.1617
XLP,33:36.6,45.3612
XLC,33:22.6,76.1825
XLP,31:55.1,45.5393
XLV,33:29.0,147.4826
XLE,35:23.4,251.8266
XLP,30:10.8,89.4229
XLV,34:43.5,169.0677
XLB,33:48.2,154.7053
XLK,32:05.6,130.8796
XLP,31:14.5,56.7882
XLC,34:28.1,80.7744
XLB,35:48.9,139.3629
XLF,33:12.2,134.4343
XLK,33:24.0,122.6869
XLI,30:13.6,114.0529
XLF,32:50.4,125.4361
XLC,34:52.2,75.3096
XLF,30:44.1,94.4116
XLRE,35:20.6,111.6362
XLI,34:21.8,191.7508
XLK,33:40.5,120.868
XLF,31:23.6,97.23
XLRE,31:07.2,86.6624
XLK,33:26.1,130.5041
XLI,32:41.7,104.158
XLP,2/12/2026 9:32,53.5279
XLF,35:44.4,175.1537
XLY,32:08.1,123.2182
XLY,35:48.2,293.0129
XLI,31:20.5,84.5208
XLF,30:58.4,90.8482
XLP,33:18.4,42.7723
XLU,31:54.8,108.439
XLK,34:05.3,137.8693
XLK,33:48.5,123.9826
XLU,30:25.9,112.6954
XLP,32:18.3,42.9014
XLRE,34:17.9,117.231
XLRE,33:34.2,121.2744
XLF,34:49.1,177.7178
XLU,32:11.2,104.304
XLB,30:11.9,106.838
XLB,35:24.4,157.8012
XLI,34:43.1,172.8042
XLK,34:04.7,134.6452
XLP,35:12.2,66.2325
XLC,32:02.8,67.3984
XLF,34:13.7,144.6013
XLU,31:11.4,111.0505
XLRE,31:52.3,77.7713
XLI,34:44.5,179.7525
XLP,34:07.4,65.0722
XLI,35:46.5,219.4642
XLB,34:14.8,162.932
XLI,33:32.8,111.5824
XLP,30:29.0,75.4955
XLY,34:17.2,135.5971
XLRE,32:33.3,90.0077
XLB,33:51.3,157.9742
XLI,31:40.8,84.6961
XLE,33:53.8,219.0804
XLI,35:07.3,180.9841
XLU,33:32.4,78.0866
XLI,33:44.7,138.4798
XLE,33:17.7,204.7592
XLE,35:09.0,243.8179
XLC,32:15.4,64.8269
XLU,30:49.3,109.5301
XLB,35:09.4,141.0758
XLU,32:00.0,107.8441
XLP,35:12.9,65.2486
XLE,2/12/2026 9:32,170.2745
XLU,33:47.8,74.4233
XLB,30:35.7,112.5115
XLY,30:05.9,90.9714
XLB,31:24.3,139.776
XLP,32:16.8,42.823
XLC,33:08.3,87.7937
XLE,34:11.3,212.0394
XLRE,33:24.4,110.7239
XLY,32:25.6,153.4616
XLC,35:44.0,58.3212
XLRE,31:43.6,74.2388
XLU,30:59.8,102.0697
XLF,31:14.9,93.7596
XLU,2/12/2026 9:32,99.1066
XLE,31:28.5,131.7648
XLRE,34:04.7,102.3565
XLU,34:29.5,107.0062
XLU,32:26.3,95.4952
XLF,30:08.4,86.1695
XLRE,35:03.1,118.6643
XLF,34:37.5,146.9504
XLE,35:18.5,260.2411
XLY,34:34.4,148.316
XLI,33:26.8,105.7197
XLC,31:59.3,70.7804
XLU,35:28.3,79.5733
XLC,32:27.3,74.1039
XLY,35:44.0,277.1755
XLC,35:39.8,57.4138
XLF,34:09.9,147.2401
XLE,32:04.9,168.7335
XLB,30:14.3,107.8441
XLF,30:49.3,96.6428
XLP,32:25.9,43.8418
XLI,32:51.8,110.54
XLE,35:40.5,268.5403
XLY,30:32.6,92.3615
XLC,35:19.9,54.46
XLU,35:35.6,82.0679
XLI,34:58.5,172.7535
XLK,35:09.0,141.2437
XLU,2/12/2026 9:30,106.4773
XLV,34:43.8,173.064
XLK,31:31.3,119.4431
XLRE,30:26.6,89.7824
XLRE,32:49.0,85.18
XLK,30:29.7,97.8828
XLI,31:07.9,83.765
XLP,34:41.7,54.5162
XLV,30:21.3,95.3644
XLP,31:29.6,46.8095
XLY,30:12.6,88.2442
XLK,34:46.3,148.6548
XLU,31:08.3,108.3052
XLV,32:42.4,138.3973
XLY,35:14.3,169.7085
XLI,30:37.8,91.5183
XLV,31:54.4,92.1223
XLB,31:26.8,144.3948
XLRE,35:34.9,99.1146
XLV,32:31.9,135.284
XLI,35:41.2,225.1416
XLB,2/12/2026 9:32,146.7084
XLU,32:58.1,92.331
XLC,34:57.5,68.9058
XLV,35:01.7,194.0164
XLU,35:38.8,77.2092
XLI,34:48.0,177.2594
XLC,35:23.0,53.77
XLF,32:30.5,111.1587
XLC,35:14.7,60.9606
XLK,32:37.8,118.2608
XLI,35:43.7,229.0258
XLU,33:07.2,92.5903
XLB,31:22.2,148.4687
XLI,30:17.8,110.7728
XLP,32:47.6,47.9345
XLY,31:39.0,121.478
XLY,34:57.9,153.672
XLK,30:56.3,104.2614
XLE,33:33.8,194.0736
XLF,34:35.8,152.3849
XLC,2/12/2026 9:31,66.9655
XLRE,31:41.1,76.6054
XLU,30:44.1,115.6624
XLE,34:49.8,244.1752
XLI,34:57.9,171.1684
XLU,32:59.5,92.1088
XLP,32:43.8,47.3472
XLRE,30:17.8,90.9497
XLK,32:47.6,116.7942
XLY,35:32.9,214.6424
XLP,33:10.4,46.7354
XLV,30:51.1,73.6192
XLU,34:32.3,105.6917
XLE,34:20.7,218.1774
XLK,32:19.6,140.4098
XLI,35:34.9,213.9854
XLU,30:41.6,118.1518
XLI,30:36.4,90.5563
XLC,30:34.3,88.9851
XLE,35:34.6,272.0068
XLP,30:12.2,84.8926
XLRE,34:18.6,118.8961
XLV,34:06.4,145.7582
XLC,33:34.5,75.4181
XLE,30:13.6,105.3061
XLK,31:33.1,113.8078
XLB,34:37.5,157.3267
XLP,31:32.7,45.4545
XLC,35:10.4,65.7225
XLY,30:05.6,92.0744
XLU,31:46.7,116.8953
XLI,33:21.6,106.1207
XLY,31:58.6,125.1867
XLP,32:14.4,44.8116
XLF,33:52.4,144.8421
XLE,33:14.6,204.6602
XLF,31:33.4,93.0981
XLY,34:08.5,142.2369
XLV,31:17.3,76.6405
XLF,32:59.2,126.212
XLE,2/12/2026 9:33,203.3437
XLV,34:29.5,159.8914
XLRE,35:02.7,119.3683
XLV,32:12.3,112.3247
XLI,32:26.6,82.7728
XLB,33:55.5,156.4791
XLC,2/12/2026 9:33,53.7249
XLC,34:10.2,63.1766
XLI,31:07.2,82.74
XLE,2/12/2026 9:32,181.9231
XLRE,30:04.2,90.156
XLI,34:38.6,169.8802
XLC,33:24.4,77.9425
XLU,31:41.5,121.0262
XLU,31:23.6,113.5103
XLC,33:44.7,68.5279
XLB,32:51.5,169.2398
XLC,35:29.3,62.142
XLE,31:06.8,111.7433
XLV,32:22.4,120.716
XLP,30:31.8,68.5083
XLE,2/12/2026 9:33,192.0194
XLU,31:03.3,107.9987
XLV,34:47.7,176.8207
XLI,31:24.3,88.1142
XLI,35:25.8,186.4805
XLE,30:51.1,110.7392
XLRE,30:21.7,87.761
XLU,35:37.4,80.0136
XLV,33:17.0,150.6719
XLF,35:35.6,172.7181
XLK,30:40.2,89.5866
XLB,35:37.0,148.1809
XLY,31:10.3,89.7101
XLRE,35:30.7,104.2901
XLB,33:15.6,163.9029
XLB,34:06.4,179.7403
XLE,31:51.6,153.0597
XLRE,33:38.7,126.2428
XLY,32:50.4,167.6062
XLC,34:25.6,79.6222
XLB,32:16.8,148.2806
XLV,32:59.2,126.1939
XLK,33:21.6,121.7259
XLK,34:10.2,136.0902
XLE,30:33.3,103.0083
XLB,32:36.8,145.7525
XLU,34:57.2,85.6047
XLK,31:55.1,125.0639
XLI,35:09.4,185.6978
XLV,31:07.5,71.6019
XLU,33:56.2,76.2483
XLF,30:47.2,96.6465
XLB,31:17.7,145.9543
XLC,31:09.6,88.394
XLC,35:25.8,56.6454
XLE,32:57.1,177.8777
XLU,34:15.1,93.153
XLU,34:37.2,103.7788
XLRE,35:00.3,122.8205
XLU,32:54.6,90.9698
XLK,35:05.9,144.6381
XLE,31:49.2,149.216
XLC,35:48.2,54.0468
XLV,30:48.3,76.146
XLC,31:42.2,66.285
XLF,32:32.2,118.4558
XLP,35:24.4,66.8636
XLI,32:25.2,82.1016
XLP,35:40.9,63.3566
XLU,30:58.4,100.3221
XLE,33:40.5,198.7557
XLB,34:20.4,156.3318
XLRE,31:58.6,87.2892
XLK,35:28.3,121.4137
XLP,2/12/2026 9:30,97.6289
XLK,30:58.8,104.1928
XLI,35:30.0,209.6412
XLE,35:15.4,250.1947
XLP,34:24.6,56.8152
XLC,30:13.6,88.2376
XLC,30:14.3,88.8999
XLP,31:32.4,46.4863
XLV,33:49.9,138.0302
XLP,31:15.6,53.9091
XLP,34:59.6,64.2751
XLB,35:39.1,147.1471
XLE,34:59.2,225.906
XLI,31:44.6,81.2062
XLP,35:17.4,63.5207
XLU,30:35.3,106.443
XLK,35:44.4,125.7683
XLE,32:58.5,178.3168
XLP,33:49.9,54.1592
XLC,31:21.5,67.4797
XLI,31:30.6,85.3957
XLE,31:14.5,110.3032
XLP,31:39.4,43.5099
XLV,32:01.1,97.9687
XLRE,35:48.2,101.4642
XLI,31:13.1,86.2484
XLV,34:16.9,166.9318
XLB,31:39.7,135.2065
XLB,30:37.8,109.4474
XLK,33:11.1,107.5083
XLP,35:09.0,70.7768
XLP,34:51.9,64.8704
XLRE,35:31.4,105.2109
XLF,32:59.9,124.6237
XLI,2/12/2026 9:35,228.5366
XLV,34:20.7,161.6468
XLP,31:14.9,56.057
XLC,30:02.4,93.7973
XLE,33:25.4,200.7488
XLI,2/12/2026 9:31,77.1551
XLY,33:46.8,131.745
XLC,31:59.7,71.3181
XLRE,30:08.4,87.1471
XLE,31:29.9,127.0737
XLU,31:35.5,122.7547
XLB,33:58.3,161.0752
XLU,31:21.9,110.8983
XLB,31:34.5,150.5567
XLI,33:36.3,118.186
XLI,34:25.3,192.8189
XLK,35:18.1,141.3595
XLP,35:03.1,68.4948
XLP,35:16.0,66.7384
XLV,30:59.8,63.2888
XLE,30:46.9,112.2931
XLP,2/12/2026 9:32,49.562
XLY,31:46.4,121.4179
XLC,33:38.4,72.7096
XLE,30:57.7,106.1037
XLU,32:52.9,92.0361
XLK,32:14.7,120.4535
XLU,32:32.6,92.4023
XLRE,33:26.8,115.1795
XLU,35:33.2,85.1749
XLK,30:33.3,99.4678
XLRE,2/12/2026 9:35,105.4457
XLB,32:17.5,145.3725
XLE,34:30.5,214.4794
XLP,30:08.7,94.3649
XLI,31:51.6,73.9864
XLB,30:21.7,104.1823
XLB,33:34.5,148.938
XLC,30:52.5,75.2705
XLB,34:35.8,152.6848
XLY,32:12.6,127.758
XLI,33:31.7,109.9421
XLI,35:04.5,176.8328
XLK,33:31.0,124.2111
XLC,31:42.9,65.5062
XLV,31:34.8,82.1397
XLP,34:10.6,59.1711
XLU,35:37.0,80.0053
XLP,32:30.8,47.4826
XLV,35:06.9,221.2461
XLY,33:26.1,159.6561
XLI,30:45.1,99.9789
XLU,33:34.5,75.9365
XLRE,31:48.1,77.3874
XLU,33:57.6,78.0554
XLP,32:58.5,48.4861
XLF,31:55.5,98.0174
XLB,34:15.8,162.6602
XLI,32:36.8,95.7663
XLB,32:02.8,144.6115
XLP,33:24.7,43.2309
XLRE,34:45.6,101.7224
XLY,30:12.2,88.336
XLV,31:40.4,84.7958
XLY,32:22.1,137.5864
XLB,30:17.1,103.8467
XLI,34:53.6,163.5676
XLU,32:13.7,101.7331
XLY,34:16.2,132.6425
XLU,2/12/2026 9:33,77.3208
XLE,35:05.9,240.0902
XLB,31:58.3,154.273
XLI,32:54.0,108.3258
XLV,31:12.8,73.774
XLI,31:12.1,89.5541
XLK,30:42.7,88.9427
XLP,2/12/2026 9:31,59.7622
XLRE,34:45.2,102.7323
XLY,31:47.4,123.8665
XLRE,35:14.3,111.0558
XLU,32:56.7,89.9377
XLC,34:31.6,83.5605
XLE,35:05.5,241.4214
XLF,31:01.6,91.7567
XLC,33:14.9,78.7129
XLK,31:57.6,121.1372
XLF,33:16.7,129.0012
XLU,32:30.8,96.9017
XLV,31:14.2,73.3142
XLY,31:03.7,93.1193
XLC,31:48.1,63.4925
XLK,30:45.5,94.223
XLY,32:39.6,167.8029
XLP,35:31.1,71.4366
XLB,34:17.9,164.3715
XLK,32:20.3,136.9705
XLE,31:54.4,155.8288
XLY,34:44.2,140.8294
XLE,31:19.8,112.6305
XLY,30:28.7,90.0939
XLU,32:46.2,95.8366
XLP,33:21.9,42.2154
XLE,33:04.4,181.3966
XLB,34:02.9,167.2504
XLB,31:07.5,137.2114
XLB,31:53.7,148.0681
XLF,35:46.1,184.8492
XLF,30:11.2,87.1071
XLC,35:04.1,67.4489
XLB,35:27.2,155.7755
XLC,35:46.5,56.0259
XLI,34:35.4,185.5283
XLF,30:15.4,90.2988
XLC,32:22.8,71.2678
XLP,32:30.1,47.3966
XLI,2/12/2026 9:34,170.497
XLV,33:36.6,141.1032
XLRE,34:10.2,110.7943
XLI,34:34.0,187.8472
XLF,35:42.3,164.3551
XLRE,34:52.9,100.0028
XLI,35:01.7,168.8556
XLY,30:16.8,84.6616
XLP,35:45.4,67.5595
XLV,35:30.7,190.9583
XLC,30:11.2,88.7953
XLU,33:27.9,79.5572
XLC,34:27.0,82.2255
XLE,31:42.2,136.2116
XLB,33:00.6,180.2759
XLK,35:43.7,130.8368
XLI,32:49.0,107.6819
XLK,34:28.4,132.1454
XLE,30:30.8,96.92
XLK,32:14.0,124.5058
XLC,33:42.2,72.7969
XLI,32:00.0,79.363
XLV,35:31.4,190.3238
XLRE,31:15.9,81.194
XLB,33:49.6,152.5244
XLF,31:54.1,101.6616
XLP,34:39.3,50.4387
XLE,32:39.6,191.996
XLI,35:30.4,208.1121
XLY,34:28.8,138.341
XLI,34:24.2,188.8699
XLE,34:20.4,219.487
XLI,32:29.1,82.8861
XLE,33:13.5,202.8211
XLC,34:12.3,62.6829
XLE,32:06.7,172.7721
XLK,33:55.2,122.973
XLRE,35:11.5,106.0537
XLV,34:22.5,169.7363
XLI,32:00.4,76.8274
XLK,30:13.3,91.0793
XLRE,32:36.1,89.3375
XLE,32:32.6,197.6863
XLY,34:35.4,148.2951
XLP,31:03.3,58.7235
XLV,33:06.9,142.921
XLV,32:55.7,142.9454
XLF,31:59.3,96.4657
XLP,31:54.8,44.9584
XLB,33:39.4,151.0832
XLK,30:11.2,96.3611
XLV,2/12/2026 9:30,88.1303
XLP,34:36.5,52.8649
XLY,30:54.2,106.6827
XLI,32:38.9,101.8771
XLI,31:36.9,87.1219
XLF,35:32.5,175.8161
XLU,33:45.7,74.4767
XLY,30:22.0,83.7215
XLB,31:54.1,152.6318
XLK,34:44.2,140.8525
XLV,31:24.7,78.0273
XLK,31:35.5,118.5577
XLV,33:49.2,139.3124
XLY,32:53.6,175.8542
XLP,33:27.2,41.5208
XLK,31:53.7,120.6712
XLRE,33:48.5,118.6481
XLRE,31:24.7,80.0007
XLI,34:41.7,171.6182
XLP,35:35.3,62.786
XLB,31:46.4,148.3308
XLI,34:26.3,194.8255
XLP,33:06.2,52.484
XLK,35:47.2,123.7881
XLV,35:48.2,215.1896
XLE,32:28.7,195.8621
XLI,33:18.8,102.2388
XLRE,35:38.4,96.0316
XLRE,34:51.5,98.2861
XLE,34:27.0,233.9904
XLC,30:16.8,81.5341
XLK,32:54.6,129.1892
XLC,32:28.0,73.1772
XLP,2/12/2026 9:30,79.9806
XLV,35:05.9,214.8899
XLI,34:01.8,155.1404
XLK,32:02.1,123.097
XLI,32:54.3,112.6678
XLP,35:00.3,64.3747
XLI,30:57.4,102.15
XLC,30:47.2,76.7069
XLV,32:38.9,127.8788
XLV,30:46.9,77.0261
XLP,30:18.2,84.0986
XLY,32:11.2,126.2245
XLU,35:44.7,77.1204
XLU,34:05.7,82.345
XLE,34:29.5,221.0964
XLU,33:11.1,89.5128
XLP,31:01.9,62.3257
XLK,34:02.2,132.6195
XLC,34:45.2,79.6503
XLE,30:38.1,113.9732
XLI,33:33.1,111.8527
XLB,31:11.0,139.5058
XLI,35:28.3,201.9796
XLY,31:02.6,97.605
XLRE,34:13.7,115.3835
XLY,31:17.3,92.6026
XLY,31:55.5,129.5102
XLK,32:35.4,114.6846
XLU,31:27.5,126.1851
XLP,33:10.0,47.2137
XLE,32:42.4,188.3261
XLB,32:32.2,153.9155
XLV,35:09.4,221.2145
XLC,2/12/2026 9:34,74.139
XLF,34:35.1,149.5737
XLE,34:51.2,235.801
XLF,31:18.7,92.9044
XLI,34:11.6,170.3996
XLK,32:50.1,124.3081
XLU,35:35.3,82.8819
XLRE,34:30.9,110.4249
XLC,33:28.2,78.5734
XLB,35:21.3,153.9621
XLB,30:02.8,106.9459
XLF,32:35.8,115.3209
XLF,32:14.4,89.3105
XLI,31:04.4,95.4557
XLB,31:47.4,145.277
XLC,31:34.1,70.4569
XLY,31:33.1,111.0246
XLI,32:13.7,87.5021
XLB,34:13.4,169.7312
XLI,30:07.3,105.4804
XLRE,2/12/2026 9:33,84.8073
XLK,32:22.4,135.7955
XLP,32:28.7,46.1484
XLU,33:26.1,79.9056
XLC,31:04.0,80.1022
XLB,31:34.1,152.5553
XLI,30:27.3,103.802
XLB,35:35.3,152.8909
XLP,32:16.1,44.7824
XLP,30:16.8,83.2497
XLF,34:06.4,145.8031
XLI,33:20.9,103.9276
XLF,32:38.2,113.0467
XLP,32:02.8,51.9494
XLI,2/12/2026 9:31,86.0602
XLE,30:42.7,112.9915
XLB,33:30.7,145.2929
XLK,35:42.3,132.4579
XLF,30:19.9,89.325
XLC,34:29.5,83.7641
XLB,31:26.1,147.5841
XLI,33:50.6,134.1255
XLP,32:54.0,53.152
XLE,32:50.1,188.67
XLV,34:24.2,172.072
XLU,31:06.5,110.8925
XLV,33:56.9,145.6399
XLB,2/12/2026 9:31,143.7217
XLU,32:29.8,96.4578
XLV,31:20.8,75.2384
XLRE,35:48.6,101.3864
XLV,33:59.0,159.1885
XLV,30:38.8,86.0288
XLK,35:14.7,140.5466
XLK,35:30.4,120.4754
XLI,31:18.7,83.3972
XLP,32:57.8,47.0997
XLV,2/12/2026 9:30,101.2491
XLK,33:20.9,118.3299
XLF,34:44.9,174.1545
XLRE,33:11.8,88.379
XLK,31:59.7,119.0337
XLC,30:47.6,77.4688
XLV,30:48.6,75.8353
XLP,30:47.9,63.0176
XLRE,31:40.8,76.2677
XLP,30:38.8,67.0216
XLV,32:40.3,135.5124
XLRE,32:02.8,84.2727
XLV,31:19.1,75.2915
XLC,30:58.4,77.8948
XLV,33:54.1,155.2439
XLP,34:46.6,57.8057
XLC,32:14.7,64.7299
XLP,30:58.8,63.0332
XLRE,31:49.9,75.7801
XLY,31:54.1,124.9612
XLU,30:12.6,109.2945
XLB,34:15.1,163.1951
XLV,34:20.4,165.4191
XLB,32:52.2,167.5831
XLV,31:16.3,76.9639
XLU,35:03.4,84.9508
XLRE,34:21.1,117.0934
XLE,33:54.8,219.8943
XLP,31:41.8,45.7035
XLU,35:30.7,83.7992
XLY,31:35.5,113.8451
XLK,2/12/2026 9:34,131.6507
XLU,30:17.8,111.1362
XLE,31:57.9,152.3124
XLU,34:39.3,101.5859
XLB,30:32.9,110.5418
XLRE,34:02.5,107.4452
XLV,34:05.3,143.1132
XLU,31:07.9,109.6071
XLY,2/12/2026 9:30,84.7514
XLU,31:12.8,108.5982
XLRE,2/12/2026 9:32,92.7228
XLY,35:37.0,239.9823
XLU,31:21.2,111.0062
XLY,30:45.1,103.1418
XLRE,34:35.4,114.982
XLI,35:28.6,199.2204
XLC,33:04.4,87.9468
XLP,34:38.2,51.4956
XLRE,30:46.5,84.5945
XLY,30:15.8,87.129
XLB,32:43.1,154.458
XLRE,30:02.1,94.1824
XLY,34:51.2,145.7191
XLK,31:22.6,111.5191
XLRE,30:31.1,95.2363
XLU,32:44.1,94.6241
XLC,33:10.4,86.2782
XLB,34:31.6,176.3178
XLV,30:12.6,95.705
XLK,35:20.9,132.4387
XLK,35:26.2,120.9253
XLI,30:13.3,114.3004
XLRE,35:29.7,104.3752
XLF,32:11.2,89.8714
XLC,30:56.7,74.2134
XLK,31:36.9,114.6985
XLRE,35:33.2,104.6606
XLU,34:30.5,107.4381
XLK,30:58.4,108.7049
XLB,32:43.8,154.9002
XLF,32:24.9,110.3059
XLK,34:59.9,136.909
XLB,31:54.4,152.3587
XLI,32:46.6,103.9953
XLP,35:43.7,67.093
XLF,33:33.8,150.3725
XLE,32:01.8,162.1374
XLY,30:49.7,103.189
XLV,30:55.3,66.8935
XLU,32:48.7,95.4585
XLY,31:36.6,119.1404
XLY,35:20.6,189.8337
XLU,35:17.1,92.9085
XLK,33:07.9,117.2087
XLK,33:32.4,121.6162
XLP,32:29.8,47.6718
XLP,35:39.8,63.7142
XLV,35:37.0,203.6939
XLC,31:24.3,70.9503
XLE,34:10.6,214.0532
XLI,31:25.0,89.247
XLU,32:46.9,94.7326
XLI,35:10.1,189.8091
XLC,30:54.9,75.8563
XLB,33:54.5,154.661
XLF,32:17.5,96.1637
XLB,2/12/2026 9:35,147.552
XLB,33:41.2,144.6507
XLY,34:13.4,136.3455
XLRE,2/12/2026 9:31,76.6482
XLY,31:45.7,124.6348
XLC,33:39.8,71.8903
XLI,33:55.2,150.519
XLRE,34:07.4,104.858
XLU,35:24.1,88.2076
XLP,30:06.6,98.3725
